"U:0","U:1","U:2","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.05639,3.0601e-21,0.00055494,7.8092e+06,1,0.958,50,0.05,0.958
0.054874,2.9836e-21,0.0005557,7.8092e+06,1,0.959,50,0.05,0.959
0.053358,2.9071e-21,0.00055646,7.8092e+06,1,0.96,50,0.05,0.96
0.051842,2.8306e-21,0.00055723,7.8092e+06,1,0.961,50,0.05,0.961
0.050327,2.7541e-21,0.00055799,7.8092e+06,1,0.962,50,0.05,0.962
0.048811,2.6776e-21,0.00055875,7.8092e+06,1,0.963,50,0.05,0.963
0.047295,2.6011e-21,0.00055951,7.8092e+06,1,0.964,50,0.05,0.964
0.045779,2.5246e-21,0.00056028,7.8092e+06,1,0.965,50,0.05,0.965
0.044263,2.4481e-21,0.00056104,7.8092e+06,1,0.966,50,0.05,0.966
0.042747,2.3716e-21,0.0005618,7.8092e+06,1,0.967,50,0.05,0.967
0.041231,2.2951e-21,0.00056257,7.8092e+06,1,0.968,50,0.05,0.968
0.039716,2.2186e-21,0.00056333,7.8092e+06,1,0.969,50,0.05,0.969
0.0382,2.1421e-21,0.00056409,7.8092e+06,1,0.97,50,0.05,0.97
0.036684,2.0656e-21,0.00056485,7.8092e+06,1,0.971,50,0.05,0.971
0.035168,1.9891e-21,0.00056562,7.8092e+06,1,0.972,50,0.05,0.972
0.033652,1.9126e-21,0.00056638,7.8092e+06,1,0.973,50,0.05,0.973
0.032136,1.8361e-21,0.00056714,7.8092e+06,1,0.974,50,0.05,0.974
0.03062,1.7596e-21,0.00056791,7.8092e+06,1,0.975,50,0.05,0.975
nan,nan,nan,nan,0,0.976,50,0.05,0.976
nan,nan,nan,nan,0,0.977,50,0.05,0.977
nan,nan,nan,nan,0,0.978,50,0.05,0.978
nan,nan,nan,nan,0,0.979,50,0.05,0.979
nan,nan,nan,nan,0,0.98,50,0.05,0.98
nan,nan,nan,nan,0,0.981,50,0.05,0.981
nan,nan,nan,nan,0,0.982,50,0.05,0.982
nan,nan,nan,nan,0,0.983,50,0.05,0.983
nan,nan,nan,nan,0,0.984,50,0.05,0.984
nan,nan,nan,nan,0,0.985,50,0.05,0.985
nan,nan,nan,nan,0,0.986,50,0.05,0.986
nan,nan,nan,nan,0,0.987,50,0.05,0.987
nan,nan,nan,nan,0,0.988,50,0.05,0.988
nan,nan,nan,nan,0,0.989,50,0.05,0.989
nan,nan,nan,nan,0,0.99,50,0.05,0.99
nan,nan,nan,nan,0,0.991,50,0.05,0.991
nan,nan,nan,nan,0,0.992,50,0.05,0.992
nan,nan,nan,nan,0,0.993,50,0.05,0.993
nan,nan,nan,nan,0,0.994,50,0.05,0.994
nan,nan,nan,nan,0,0.995,50,0.05,0.995
nan,nan,nan,nan,0,0.996,50,0.05,0.996
nan,nan,nan,nan,0,0.997,50,0.05,0.997
nan,nan,nan,nan,0,0.998,50,0.05,0.998
nan,nan,nan,nan,0,0.999,50,0.05,0.999
nan,nan,nan,nan,0,1,50,0.05,1
